,YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,ConditionType,Category,Cause_of_Death,Data_Value_Alt,Effect,ConsumptionPattern,Sex,AgeCategory,AgeGroup
57496,2015,2019,VA,Virginia,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic psychosis,11.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
57497,2015,2019,VA,Virginia,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic psychosis,22.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
57525,2015,2019,VA,Virginia,ARDI,Chronic,Cancer,"Cancer, breast (females only)",26.0,Harmful Effects,Any Alcohol Use,Overall,Other,50-64
57526,2015,2019,VA,Virginia,ARDI,Chronic,Cancer,"Cancer, breast (females only)",52.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
57527,2015,2019,VA,Virginia,ARDI,Chronic,Cancer,"Cancer, breast (females only)",87.0,Harmful Effects,Any Alcohol Use,Female,Other,Overall
57528,2015,2019,VA,Virginia,ARDI,Chronic,Cancer,"Cancer, breast (females only)",87.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
57533,2015,2019,VA,Virginia,ARDI,Chronic,Cancer,"Cancer, colorectal",13.0,Harmful Effects,Any Alcohol Use,Female,Other,Overall
57534,2015,2019,VA,Virginia,ARDI,Chronic,Cancer,"Cancer, colorectal",26.0,Harmful Effects,Any Alcohol Use,Overall,Other,50-64
57535,2015,2019,VA,Virginia,ARDI,Chronic,Cancer,"Cancer, colorectal",61.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
57536,2015,2019,VA,Virginia,ARDI,Chronic,Cancer,"Cancer, colorectal",82.0,Harmful Effects,Any Alcohol Use,Male,Other,Overall
57537,2015,2019,VA,Virginia,ARDI,Chronic,Cancer,"Cancer, colorectal",94.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
57541,2015,2019,VA,Virginia,ARDI,Chronic,Cancer,"Cancer, esophageal",11.0,Harmful Effects,Any Alcohol Use,Female,Other,Overall
57542,2015,2019,VA,Virginia,ARDI,Chronic,Cancer,"Cancer, esophageal",15.0,Harmful Effects,Any Alcohol Use,Overall,Other,50-64
57543,2015,2019,VA,Virginia,ARDI,Chronic,Cancer,"Cancer, esophageal",33.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
57544,2015,2019,VA,Virginia,ARDI,Chronic,Cancer,"Cancer, esophageal",40.0,Harmful Effects,Any Alcohol Use,Male,Other,Overall
57545,2015,2019,VA,Virginia,ARDI,Chronic,Cancer,"Cancer, esophageal",50.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
57552,2015,2019,VA,Virginia,ARDI,Chronic,Cancer,"Cancer, laryngeal",13.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
57553,2015,2019,VA,Virginia,ARDI,Chronic,Cancer,"Cancer, laryngeal",21.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
57559,2015,2019,VA,Virginia,ARDI,Chronic,Cancer,"Cancer, liver",37.0,Harmful Effects,Any Alcohol Use,Overall,Other,50-64
57560,2015,2019,VA,Virginia,ARDI,Chronic,Cancer,"Cancer, liver",53.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
57561,2015,2019,VA,Virginia,ARDI,Chronic,Cancer,"Cancer, liver",93.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
57565,2015,2019,VA,Virginia,ARDI,Chronic,Cancer,"Cancer, oral cavity and pharyngeal",11.0,Harmful Effects,Any Alcohol Use,Female,Other,Overall
57566,2015,2019,VA,Virginia,ARDI,Chronic,Cancer,"Cancer, oral cavity and pharyngeal",28.0,Harmful Effects,Any Alcohol Use,Overall,Other,50-64
57567,2015,2019,VA,Virginia,ARDI,Chronic,Cancer,"Cancer, oral cavity and pharyngeal",43.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
57568,2015,2019,VA,Virginia,ARDI,Chronic,Cancer,"Cancer, oral cavity and pharyngeal",62.0,Harmful Effects,Any Alcohol Use,Male,Other,Overall
57569,2015,2019,VA,Virginia,ARDI,Chronic,Cancer,"Cancer, oral cavity and pharyngeal",74.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
57577,2015,2019,VA,Virginia,ARDI,Chronic,Cancer,"Cancer, pancreatic",13.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
57583,2015,2019,VA,Virginia,ARDI,Chronic,Cancer,"Cancer, prostate (males only)",18.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
57584,2015,2019,VA,Virginia,ARDI,Chronic,Cancer,"Cancer, prostate (males only)",20.0,Harmful Effects,Any Alcohol Use,Male,Other,Overall
57585,2015,2019,VA,Virginia,ARDI,Chronic,Cancer,"Cancer, prostate (males only)",20.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
57607,2015,2019,VA,Virginia,ARDI,Chronic,Heart Disease and Stroke,Atrial fibrillation,17.0,Harmful Effects,Any Alcohol Use,Female,Other,Overall
57608,2015,2019,VA,Virginia,ARDI,Chronic,Heart Disease and Stroke,Atrial fibrillation,27.0,Harmful Effects,Any Alcohol Use,Male,Other,Overall
57609,2015,2019,VA,Virginia,ARDI,Chronic,Heart Disease and Stroke,Atrial fibrillation,41.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
57610,2015,2019,VA,Virginia,ARDI,Chronic,Heart Disease and Stroke,Atrial fibrillation,43.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
57614,2015,2019,VA,Virginia,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,19.0,Harmful Effects,Any Alcohol Use,Overall,Other,50-64
57615,2015,2019,VA,Virginia,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,20.0,Harmful Effects,Any Alcohol Use,Female,Other,Overall
57616,2015,2019,VA,Virginia,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,68.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
57617,2015,2019,VA,Virginia,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,71.0,Harmful Effects,Any Alcohol Use,Male,Other,Overall
57618,2015,2019,VA,Virginia,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,91.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
57629,2015,2019,VA,Virginia,ARDI,Chronic,Heart Disease and Stroke,Hypertension,126.0,Harmful Effects,Any Alcohol Use,Male,Other,Overall
57630,2015,2019,VA,Virginia,ARDI,Chronic,Heart Disease and Stroke,Hypertension,14.0,Harmful Effects,Any Alcohol Use,Overall,Other,35-49
57631,2015,2019,VA,Virginia,ARDI,Chronic,Heart Disease and Stroke,Hypertension,153.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
57632,2015,2019,VA,Virginia,ARDI,Chronic,Heart Disease and Stroke,Hypertension,214.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
57633,2015,2019,VA,Virginia,ARDI,Chronic,Heart Disease and Stroke,Hypertension,44.0,Harmful Effects,Any Alcohol Use,Overall,Other,50-64
57634,2015,2019,VA,Virginia,ARDI,Chronic,Heart Disease and Stroke,Hypertension,87.0,Harmful Effects,Any Alcohol Use,Female,Other,Overall
57638,2015,2019,VA,Virginia,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",106.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
57639,2015,2019,VA,Virginia,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",19.0,Harmful Effects,Any Alcohol Use,Overall,Other,50-64
57640,2015,2019,VA,Virginia,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",52.0,Harmful Effects,Any Alcohol Use,Male,Other,Overall
57641,2015,2019,VA,Virginia,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",55.0,Harmful Effects,Any Alcohol Use,Female,Other,Overall
57642,2015,2019,VA,Virginia,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",78.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
57657,2015,2019,VA,Virginia,ARDI,Chronic,Heart Disease and Stroke,"Stroke, ischemic",11.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
57658,2015,2019,VA,Virginia,ARDI,Chronic,Heart Disease and Stroke,"Stroke, ischemic",13.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
57693,2015,2019,VA,Virginia,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",115.0,Harmful Effects,Any Alcohol Use,Overall,Other,50-64
57694,2015,2019,VA,Virginia,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",127.0,Harmful Effects,Any Alcohol Use,Female,Other,Overall
57695,2015,2019,VA,Virginia,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",157.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
57696,2015,2019,VA,Virginia,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",172.0,Harmful Effects,Any Alcohol Use,Male,Other,Overall
57697,2015,2019,VA,Virginia,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",24.0,Harmful Effects,Any Alcohol Use,Overall,Other,35-49
57698,2015,2019,VA,Virginia,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",298.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
57706,2015,2019,VA,Virginia,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Pancreatitis, acute",11.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
57762,2015,2019,VA,Virginia,ARDI,Chronic,Other Chronic Causes,Pneumonia,11.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
57770,2015,2019,VA,Virginia,ARDI,Chronic,Other Chronic Causes,"Unprovoked seizures, epilepsy, or seizure disorder",16.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
57771,2015,2019,VA,Virginia,ARDI,Acute,Total,Total for All Causes,1316.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
57772,2015,2019,VA,Virginia,ARDI,Chronic,Total,Total for All Causes,1922.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
57773,2015,2019,VA,Virginia,ARDI,Total,Total,Total for All Causes,3238.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
57774,2015,2019,VA,Virginia,ARDI,Acute,Total,Total for All Causes,1316.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
57775,2015,2019,VA,Virginia,ARDI,Chronic,Total,Total for All Causes,1755.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
57776,2015,2019,VA,Virginia,ARDI,Total,Total,Total for All Causes,3071.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
57777,2015,2019,VA,Virginia,ARDI,Acute,Total,Total for All Causes,92.0,Harmful Effects,Excessive Alcohol Use,Overall,Under 21,Overall
57778,2015,2019,VA,Virginia,ARDI,Chronic,Total,Total for All Causes,3.0,Harmful Effects,Excessive Alcohol Use,Overall,Under 21,Overall
57779,2015,2019,VA,Virginia,ARDI,Total,Total,Total for All Causes,95.0,Harmful Effects,Excessive Alcohol Use,Overall,Under 21,Overall
57780,2015,2019,VA,Virginia,ARDI,Acute,Total,Total for All Causes,353.0,Harmful Effects,Any Alcohol Use,Female,Other,Overall
57781,2015,2019,VA,Virginia,ARDI,Chronic,Total,Total for All Causes,619.0,Harmful Effects,Any Alcohol Use,Female,Other,Overall
57782,2015,2019,VA,Virginia,ARDI,Total,Total,Total for All Causes,971.0,Harmful Effects,Any Alcohol Use,Female,Other,Overall
57783,2015,2019,VA,Virginia,ARDI,Acute,Total,Total for All Causes,353.0,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall
57784,2015,2019,VA,Virginia,ARDI,Chronic,Total,Total for All Causes,596.0,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall
57785,2015,2019,VA,Virginia,ARDI,Total,Total,Total for All Causes,948.0,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall
57786,2015,2019,VA,Virginia,ARDI,Acute,Total,Total for All Causes,22.0,Harmful Effects,Excessive Alcohol Use,Female,Under 21,Overall
57787,2015,2019,VA,Virginia,ARDI,Chronic,Total,Total for All Causes,1.0,Harmful Effects,Excessive Alcohol Use,Female,Under 21,Overall
57788,2015,2019,VA,Virginia,ARDI,Total,Total,Total for All Causes,23.0,Harmful Effects,Excessive Alcohol Use,Female,Under 21,Overall
57789,2015,2019,VA,Virginia,ARDI,Acute,Total,Total for All Causes,963.0,Harmful Effects,Any Alcohol Use,Male,Other,Overall
57790,2015,2019,VA,Virginia,ARDI,Chronic,Total,Total for All Causes,1303.0,Harmful Effects,Any Alcohol Use,Male,Other,Overall
57791,2015,2019,VA,Virginia,ARDI,Total,Total,Total for All Causes,2267.0,Harmful Effects,Any Alcohol Use,Male,Other,Overall
57792,2015,2019,VA,Virginia,ARDI,Acute,Total,Total for All Causes,963.0,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall
57793,2015,2019,VA,Virginia,ARDI,Chronic,Total,Total for All Causes,1159.0,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall
57794,2015,2019,VA,Virginia,ARDI,Total,Total,Total for All Causes,2123.0,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall
57795,2015,2019,VA,Virginia,ARDI,Acute,Total,Total for All Causes,70.0,Harmful Effects,Excessive Alcohol Use,Male,Under 21,Overall
57796,2015,2019,VA,Virginia,ARDI,Chronic,Total,Total for All Causes,2.0,Harmful Effects,Excessive Alcohol Use,Male,Under 21,Overall
57797,2015,2019,VA,Virginia,ARDI,Total,Total,Total for All Causes,72.0,Harmful Effects,Excessive Alcohol Use,Male,Under 21,Overall
57798,2015,2019,VA,Virginia,ARDI,Acute,Total,Total for All Causes,65.0,Harmful Effects,Any Alcohol Use,Overall,Other,0-19
57799,2015,2019,VA,Virginia,ARDI,Chronic,Total,Total for All Causes,3.0,Harmful Effects,Any Alcohol Use,Overall,Other,0-19
57800,2015,2019,VA,Virginia,ARDI,Total,Total,Total for All Causes,68.0,Harmful Effects,Any Alcohol Use,Overall,Other,0-19
57801,2015,2019,VA,Virginia,ARDI,Acute,Total,Total for All Causes,65.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,0-19
57802,2015,2019,VA,Virginia,ARDI,Chronic,Total,Total for All Causes,3.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,0-19
57803,2015,2019,VA,Virginia,ARDI,Total,Total,Total for All Causes,68.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,0-19
57804,2015,2019,VA,Virginia,ARDI,Acute,Total,Total for All Causes,420.0,Harmful Effects,Any Alcohol Use,Overall,Other,20-34
57805,2015,2019,VA,Virginia,ARDI,Chronic,Total,Total for All Causes,38.0,Harmful Effects,Any Alcohol Use,Overall,Other,20-34
57806,2015,2019,VA,Virginia,ARDI,Total,Total,Total for All Causes,458.0,Harmful Effects,Any Alcohol Use,Overall,Other,20-34
57807,2015,2019,VA,Virginia,ARDI,Acute,Total,Total for All Causes,420.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,20-34
57808,2015,2019,VA,Virginia,ARDI,Chronic,Total,Total for All Causes,34.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,20-34
57809,2015,2019,VA,Virginia,ARDI,Total,Total,Total for All Causes,454.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,20-34
57810,2015,2019,VA,Virginia,ARDI,Acute,Total,Total for All Causes,339.0,Harmful Effects,Any Alcohol Use,Overall,Other,35-49
57811,2015,2019,VA,Virginia,ARDI,Chronic,Total,Total for All Causes,209.0,Harmful Effects,Any Alcohol Use,Overall,Other,35-49
57812,2015,2019,VA,Virginia,ARDI,Total,Total,Total for All Causes,547.0,Harmful Effects,Any Alcohol Use,Overall,Other,35-49
57813,2015,2019,VA,Virginia,ARDI,Acute,Total,Total for All Causes,339.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49
57814,2015,2019,VA,Virginia,ARDI,Chronic,Total,Total for All Causes,194.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49
57815,2015,2019,VA,Virginia,ARDI,Total,Total,Total for All Causes,533.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49
57816,2015,2019,VA,Virginia,ARDI,Acute,Total,Total for All Causes,325.0,Harmful Effects,Any Alcohol Use,Overall,Other,50-64
57817,2015,2019,VA,Virginia,ARDI,Chronic,Total,Total for All Causes,714.0,Harmful Effects,Any Alcohol Use,Overall,Other,50-64
57818,2015,2019,VA,Virginia,ARDI,Total,Total,Total for All Causes,1040.0,Harmful Effects,Any Alcohol Use,Overall,Other,50-64
57819,2015,2019,VA,Virginia,ARDI,Acute,Total,Total for All Causes,325.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64
57820,2015,2019,VA,Virginia,ARDI,Chronic,Total,Total for All Causes,655.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64
57821,2015,2019,VA,Virginia,ARDI,Total,Total,Total for All Causes,981.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64
57822,2015,2019,VA,Virginia,ARDI,Acute,Total,Total for All Causes,167.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
57823,2015,2019,VA,Virginia,ARDI,Chronic,Total,Total for All Causes,958.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
57824,2015,2019,VA,Virginia,ARDI,Total,Total,Total for All Causes,1125.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
57825,2015,2019,VA,Virginia,ARDI,Acute,Total,Total for All Causes,167.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+
57826,2015,2019,VA,Virginia,ARDI,Chronic,Total,Total for All Causes,868.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+
57827,2015,2019,VA,Virginia,ARDI,Total,Total,Total for All Causes,1035.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+
57834,2015,2019,WA,Washington,ARDI,Acute,Alcohol-Related Poisonings,Alcohol poisoning,16.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49
57835,2015,2019,WA,Washington,ARDI,Acute,Alcohol-Related Poisonings,Alcohol poisoning,20.0,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall
57836,2015,2019,WA,Washington,ARDI,Acute,Alcohol-Related Poisonings,Alcohol poisoning,23.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64
57837,2015,2019,WA,Washington,ARDI,Acute,Alcohol-Related Poisonings,Alcohol poisoning,35.0,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall
57838,2015,2019,WA,Washington,ARDI,Acute,Alcohol-Related Poisonings,Alcohol poisoning,56.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
57844,2015,2019,WA,Washington,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),101.0,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall
57845,2015,2019,WA,Washington,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),20.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+
57846,2015,2019,WA,Washington,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),200.0,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall
57847,2015,2019,WA,Washington,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),301.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
57848,2015,2019,WA,Washington,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),94.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49
57849,2015,2019,WA,Washington,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),98.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64
57852,2015,2019,WA,Washington,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,14.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,0-19
57853,2015,2019,WA,Washington,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,165.0,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall
57854,2015,2019,WA,Washington,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,20.0,Harmful Effects,Excessive Alcohol Use,Overall,Under 21,Under 21
57855,2015,2019,WA,Washington,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,213.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
57856,2015,2019,WA,Washington,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,22.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+
57857,2015,2019,WA,Washington,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,46.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64
57858,2015,2019,WA,Washington,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,48.0,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall
57859,2015,2019,WA,Washington,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,49.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49
57860,2015,2019,WA,Washington,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,82.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,20-34
57904,2015,2019,WA,Washington,ARDI,Acute,Other Acute Causes,Drowning,33.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
57911,2015,2019,WA,Washington,ARDI,Acute,Other Acute Causes,Fall injuries,17.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+
57912,2015,2019,WA,Washington,ARDI,Acute,Other Acute Causes,Fall injuries,18.0,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall
57913,2015,2019,WA,Washington,ARDI,Acute,Other Acute Causes,Fall injuries,27.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64
57914,2015,2019,WA,Washington,ARDI,Acute,Other Acute Causes,Fall injuries,41.0,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall
57915,2015,2019,WA,Washington,ARDI,Acute,Other Acute Causes,Fall injuries,59.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
57923,2015,2019,WA,Washington,ARDI,Acute,Other Acute Causes,Fire injuries,11.0,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall
57924,2015,2019,WA,Washington,ARDI,Acute,Other Acute Causes,Fire injuries,11.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+
57925,2015,2019,WA,Washington,ARDI,Acute,Other Acute Causes,Fire injuries,13.0,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall
57926,2015,2019,WA,Washington,ARDI,Acute,Other Acute Causes,Fire injuries,24.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
57942,2015,2019,WA,Washington,ARDI,Acute,Other Acute Causes,Homicide,109.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
57943,2015,2019,WA,Washington,ARDI,Acute,Other Acute Causes,Homicide,11.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,0-19
57944,2015,2019,WA,Washington,ARDI,Acute,Other Acute Causes,Homicide,14.0,Harmful Effects,Excessive Alcohol Use,Overall,Under 21,Under 21
57945,2015,2019,WA,Washington,ARDI,Acute,Other Acute Causes,Homicide,26.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49
57946,2015,2019,WA,Washington,ARDI,Acute,Other Acute Causes,Homicide,29.0,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall
57947,2015,2019,WA,Washington,ARDI,Acute,Other Acute Causes,Homicide,42.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,20-34
57948,2015,2019,WA,Washington,ARDI,Acute,Other Acute Causes,Homicide,80.0,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall
57959,2015,2019,WA,Washington,ARDI,Acute,Other Acute Causes,Hypothermia,14.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
58006,2015,2019,WA,Washington,ARDI,Acute,Suicide,Suicide,16.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,0-19
58007,2015,2019,WA,Washington,ARDI,Acute,Suicide,Suicide,21.0,Harmful Effects,Excessive Alcohol Use,Overall,Under 21,Under 21
58008,2015,2019,WA,Washington,ARDI,Acute,Suicide,Suicide,221.0,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall
58009,2015,2019,WA,Washington,ARDI,Acute,Suicide,Suicide,289.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
58010,2015,2019,WA,Washington,ARDI,Acute,Suicide,Suicide,57.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+
58011,2015,2019,WA,Washington,ARDI,Acute,Suicide,Suicide,68.0,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall
58012,2015,2019,WA,Washington,ARDI,Acute,Suicide,Suicide,69.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49
58013,2015,2019,WA,Washington,ARDI,Acute,Suicide,Suicide,70.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,20-34
58014,2015,2019,WA,Washington,ARDI,Acute,Suicide,Suicide,78.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64
58032,2015,2019,WA,Washington,ARDI,Chronic,100% Alcohol-Attributable,Alcohol abuse,14.0,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall
58033,2015,2019,WA,Washington,ARDI,Chronic,100% Alcohol-Attributable,Alcohol abuse,23.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+
58034,2015,2019,WA,Washington,ARDI,Chronic,100% Alcohol-Attributable,Alcohol abuse,28.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64
58035,2015,2019,WA,Washington,ARDI,Chronic,100% Alcohol-Attributable,Alcohol abuse,43.0,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall
58036,2015,2019,WA,Washington,ARDI,Chronic,100% Alcohol-Attributable,Alcohol abuse,57.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
58046,2015,2019,WA,Washington,ARDI,Chronic,100% Alcohol-Attributable,Alcohol cardiomyopathy,15.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64
58047,2015,2019,WA,Washington,ARDI,Chronic,100% Alcohol-Attributable,Alcohol cardiomyopathy,32.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
58053,2015,2019,WA,Washington,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,120.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
58054,2015,2019,WA,Washington,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,18.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49
58055,2015,2019,WA,Washington,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,33.0,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall
58056,2015,2019,WA,Washington,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,41.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+
58057,2015,2019,WA,Washington,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,57.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64
58058,2015,2019,WA,Washington,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,87.0,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall
