,YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,ConditionType,Category,Cause_of_Death,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Effect,ConsumptionPattern,Sex,AgeCategory,AgeGroup,LocationID,ConditionTypeID,CategoryID,Cause_of_DeathID,EffectID,ConsumptionID,SexID,AgeCategoryID,AgeGroupID,DataValueTypeID,DataValueUnitId
44027,2015,2019,OH,Ohio,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,286,286.0,,,Harmful Effects,Any Alcohol Use,Male,Other,Overall,39,ACUTE,CAT7,MTVTRA,HARMEFF,ANYALC,GENM,OTH,Age0,AAD,5YEARSAVG
44028,2015,2019,OH,Ohio,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,33,33.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,39,ACUTE,CAT7,MTVTRA,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
44029,2015,2019,OH,Ohio,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,379,379.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,39,ACUTE,CAT7,MTVTRA,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
44030,2015,2019,OH,Ohio,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,84,84.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,39,ACUTE,CAT7,MTVTRA,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
44031,2015,2019,OH,Ohio,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,92,92.0,,,Harmful Effects,Any Alcohol Use,Female,Other,Overall,39,ACUTE,CAT7,MTVTRA,HARMEFF,ANYALC,GENF,OTH,Age0,AAD,5YEARSAVG
44047,2015,2019,OH,Ohio,ARDI,Acute,Other Acute Causes,Aspiration,Alcohol-attributable deaths,5 years average,12,12.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,39,ACUTE,CAT9,ASPIRA,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
44063,2015,2019,OH,Ohio,ARDI,Acute,Other Acute Causes,Drowning,Alcohol-attributable deaths,5 years average,30,30.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,39,ACUTE,CAT9,DROWNI,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
44066,2015,2019,OH,Ohio,ARDI,Acute,Other Acute Causes,Fall injuries,Alcohol-attributable deaths,5 years average,12,12.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,39,ACUTE,CAT9,FALLIN,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
44067,2015,2019,OH,Ohio,ARDI,Acute,Other Acute Causes,Fall injuries,Alcohol-attributable deaths,5 years average,29,29.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,39,ACUTE,CAT9,FALLIN,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
44068,2015,2019,OH,Ohio,ARDI,Acute,Other Acute Causes,Fall injuries,Alcohol-attributable deaths,5 years average,32,32.0,,,Harmful Effects,Any Alcohol Use,Female,Other,Overall,39,ACUTE,CAT9,FALLIN,HARMEFF,ANYALC,GENF,OTH,Age0,AAD,5YEARSAVG
44069,2015,2019,OH,Ohio,ARDI,Acute,Other Acute Causes,Fall injuries,Alcohol-attributable deaths,5 years average,47,47.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,39,ACUTE,CAT9,FALLIN,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
44070,2015,2019,OH,Ohio,ARDI,Acute,Other Acute Causes,Fall injuries,Alcohol-attributable deaths,5 years average,61,61.0,,,Harmful Effects,Any Alcohol Use,Male,Other,Overall,39,ACUTE,CAT9,FALLIN,HARMEFF,ANYALC,GENM,OTH,Age0,AAD,5YEARSAVG
44071,2015,2019,OH,Ohio,ARDI,Acute,Other Acute Causes,Fall injuries,Alcohol-attributable deaths,5 years average,93,93.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,39,ACUTE,CAT9,FALLIN,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
44075,2015,2019,OH,Ohio,ARDI,Acute,Other Acute Causes,Fire injuries,Alcohol-attributable deaths,5 years average,15,15.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,39,ACUTE,CAT9,FIREIN,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
44076,2015,2019,OH,Ohio,ARDI,Acute,Other Acute Causes,Fire injuries,Alcohol-attributable deaths,5 years average,21,21.0,,,Harmful Effects,Any Alcohol Use,Female,Other,Overall,39,ACUTE,CAT9,FIREIN,HARMEFF,ANYALC,GENF,OTH,Age0,AAD,5YEARSAVG
44077,2015,2019,OH,Ohio,ARDI,Acute,Other Acute Causes,Fire injuries,Alcohol-attributable deaths,5 years average,22,22.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,39,ACUTE,CAT9,FIREIN,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
44078,2015,2019,OH,Ohio,ARDI,Acute,Other Acute Causes,Fire injuries,Alcohol-attributable deaths,5 years average,29,29.0,,,Harmful Effects,Any Alcohol Use,Male,Other,Overall,39,ACUTE,CAT9,FIREIN,HARMEFF,ANYALC,GENM,OTH,Age0,AAD,5YEARSAVG
44079,2015,2019,OH,Ohio,ARDI,Acute,Other Acute Causes,Fire injuries,Alcohol-attributable deaths,5 years average,49,49.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,39,ACUTE,CAT9,FIREIN,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
44088,2015,2019,OH,Ohio,ARDI,Acute,Other Acute Causes,Homicide,Alcohol-attributable deaths,5 years average,154,154.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,20-34,39,ACUTE,CAT9,HOMICI,HARMEFF,ANYALC,GENALL,OTH,Age2,AAD,5YEARSAVG
44089,2015,2019,OH,Ohio,ARDI,Acute,Other Acute Causes,Homicide,Alcohol-attributable deaths,5 years average,17,17.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,39,ACUTE,CAT9,HOMICI,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
44090,2015,2019,OH,Ohio,ARDI,Acute,Other Acute Causes,Homicide,Alcohol-attributable deaths,5 years average,259,259.0,,,Harmful Effects,Any Alcohol Use,Male,Other,Overall,39,ACUTE,CAT9,HOMICI,HARMEFF,ANYALC,GENM,OTH,Age0,AAD,5YEARSAVG
44091,2015,2019,OH,Ohio,ARDI,Acute,Other Acute Causes,Homicide,Alcohol-attributable deaths,5 years average,325,325.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,39,ACUTE,CAT9,HOMICI,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
44092,2015,2019,OH,Ohio,ARDI,Acute,Other Acute Causes,Homicide,Alcohol-attributable deaths,5 years average,33,33.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,0-19,39,ACUTE,CAT9,HOMICI,HARMEFF,ANYALC,GENALL,OTH,Age1,AAD,5YEARSAVG
44093,2015,2019,OH,Ohio,ARDI,Acute,Other Acute Causes,Homicide,Alcohol-attributable deaths,5 years average,45,45.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,39,ACUTE,CAT9,HOMICI,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
44094,2015,2019,OH,Ohio,ARDI,Acute,Other Acute Causes,Homicide,Alcohol-attributable deaths,5 years average,67,67.0,,,Harmful Effects,Any Alcohol Use,Female,Other,Overall,39,ACUTE,CAT9,HOMICI,HARMEFF,ANYALC,GENF,OTH,Age0,AAD,5YEARSAVG
44095,2015,2019,OH,Ohio,ARDI,Acute,Other Acute Causes,Homicide,Alcohol-attributable deaths,5 years average,77,77.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,39,ACUTE,CAT9,HOMICI,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
44103,2015,2019,OH,Ohio,ARDI,Acute,Other Acute Causes,Hypothermia,Alcohol-attributable deaths,5 years average,16,16.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,39,ACUTE,CAT9,HYPOTH,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
44136,2015,2019,OH,Ohio,ARDI,Acute,Suicide,Suicide,Alcohol-attributable deaths,5 years average,102,102.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,20-34,39,ACUTE,CAT8,SUICID,HARMEFF,ANYALC,GENALL,OTH,Age2,AAD,5YEARSAVG
44137,2015,2019,OH,Ohio,ARDI,Acute,Suicide,Suicide,Alcohol-attributable deaths,5 years average,104,104.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,39,ACUTE,CAT8,SUICID,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
44138,2015,2019,OH,Ohio,ARDI,Acute,Suicide,Suicide,Alcohol-attributable deaths,5 years average,111,111.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,39,ACUTE,CAT8,SUICID,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
44139,2015,2019,OH,Ohio,ARDI,Acute,Suicide,Suicide,Alcohol-attributable deaths,5 years average,21,21.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,0-19,39,ACUTE,CAT8,SUICID,HARMEFF,ANYALC,GENALL,OTH,Age1,AAD,5YEARSAVG
44140,2015,2019,OH,Ohio,ARDI,Acute,Suicide,Suicide,Alcohol-attributable deaths,5 years average,331,331.0,,,Harmful Effects,Any Alcohol Use,Male,Other,Overall,39,ACUTE,CAT8,SUICID,HARMEFF,ANYALC,GENM,OTH,Age0,AAD,5YEARSAVG
44141,2015,2019,OH,Ohio,ARDI,Acute,Suicide,Suicide,Alcohol-attributable deaths,5 years average,414,414.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,39,ACUTE,CAT8,SUICID,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
44142,2015,2019,OH,Ohio,ARDI,Acute,Suicide,Suicide,Alcohol-attributable deaths,5 years average,75,75.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,39,ACUTE,CAT8,SUICID,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
44143,2015,2019,OH,Ohio,ARDI,Acute,Suicide,Suicide,Alcohol-attributable deaths,5 years average,83,83.0,,,Harmful Effects,Any Alcohol Use,Female,Other,Overall,39,ACUTE,CAT8,SUICID,HARMEFF,ANYALC,GENF,OTH,Age0,AAD,5YEARSAVG
44154,2015,2019,OH,Ohio,ARDI,Chronic,100% Alcohol-Attributable,Alcohol abuse,Alcohol-attributable deaths,5 years average,123,123.0,,,Harmful Effects,Any Alcohol Use,Male,Other,Overall,39,CHRONIC,CAT1,ALCABU,HARMEFF,ANYALC,GENM,OTH,Age0,AAD,5YEARSAVG
44155,2015,2019,OH,Ohio,ARDI,Chronic,100% Alcohol-Attributable,Alcohol abuse,Alcohol-attributable deaths,5 years average,166,166.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,39,CHRONIC,CAT1,ALCABU,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
44156,2015,2019,OH,Ohio,ARDI,Chronic,100% Alcohol-Attributable,Alcohol abuse,Alcohol-attributable deaths,5 years average,31,31.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,39,CHRONIC,CAT1,ALCABU,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
44157,2015,2019,OH,Ohio,ARDI,Chronic,100% Alcohol-Attributable,Alcohol abuse,Alcohol-attributable deaths,5 years average,32,32.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,39,CHRONIC,CAT1,ALCABU,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
44158,2015,2019,OH,Ohio,ARDI,Chronic,100% Alcohol-Attributable,Alcohol abuse,Alcohol-attributable deaths,5 years average,43,43.0,,,Harmful Effects,Any Alcohol Use,Female,Other,Overall,39,CHRONIC,CAT1,ALCABU,HARMEFF,ANYALC,GENF,OTH,Age0,AAD,5YEARSAVG
44159,2015,2019,OH,Ohio,ARDI,Chronic,100% Alcohol-Attributable,Alcohol abuse,Alcohol-attributable deaths,5 years average,96,96.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,39,CHRONIC,CAT1,ALCABU,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
44166,2015,2019,OH,Ohio,ARDI,Chronic,100% Alcohol-Attributable,Alcohol cardiomyopathy,Alcohol-attributable deaths,5 years average,15,15.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,39,CHRONIC,CAT1,ALCCAR,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
44167,2015,2019,OH,Ohio,ARDI,Chronic,100% Alcohol-Attributable,Alcohol cardiomyopathy,Alcohol-attributable deaths,5 years average,27,27.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,39,CHRONIC,CAT1,ALCCAR,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
44170,2015,2019,OH,Ohio,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,Alcohol-attributable deaths,5 years average,114,114.0,,,Harmful Effects,Any Alcohol Use,Male,Other,Overall,39,CHRONIC,CAT1,ALCDSY,HARMEFF,ANYALC,GENM,OTH,Age0,AAD,5YEARSAVG
44171,2015,2019,OH,Ohio,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,Alcohol-attributable deaths,5 years average,146,146.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,39,CHRONIC,CAT1,ALCDSY,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
44172,2015,2019,OH,Ohio,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,Alcohol-attributable deaths,5 years average,24,24.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,39,CHRONIC,CAT1,ALCDSY,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
44173,2015,2019,OH,Ohio,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,Alcohol-attributable deaths,5 years average,33,33.0,,,Harmful Effects,Any Alcohol Use,Female,Other,Overall,39,CHRONIC,CAT1,ALCDSY,HARMEFF,ANYALC,GENF,OTH,Age0,AAD,5YEARSAVG
44174,2015,2019,OH,Ohio,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,Alcohol-attributable deaths,5 years average,36,36.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,39,CHRONIC,CAT1,ALCDSY,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
44175,2015,2019,OH,Ohio,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,Alcohol-attributable deaths,5 years average,82,82.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,39,CHRONIC,CAT1,ALCDSY,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
44191,2015,2019,OH,Ohio,ARDI,Chronic,100% Alcohol-Attributable,Alcohol-induced acute pancreatitis,Alcohol-attributable deaths,5 years average,11,11.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,39,CHRONIC,CAT1,ALCACP,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
44210,2015,2019,OH,Ohio,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,Alcohol-attributable deaths,5 years average,140,140.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,39,CHRONIC,CAT1,ALCLID,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
44211,2015,2019,OH,Ohio,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,Alcohol-attributable deaths,5 years average,146,146.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,39,CHRONIC,CAT1,ALCLID,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
44212,2015,2019,OH,Ohio,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,Alcohol-attributable deaths,5 years average,218,218.0,,,Harmful Effects,Any Alcohol Use,Female,Other,Overall,39,CHRONIC,CAT1,ALCLID,HARMEFF,ANYALC,GENF,OTH,Age0,AAD,5YEARSAVG
44213,2015,2019,OH,Ohio,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,Alcohol-attributable deaths,5 years average,394,394.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,39,CHRONIC,CAT1,ALCLID,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
44214,2015,2019,OH,Ohio,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,Alcohol-attributable deaths,5 years average,485,485.0,,,Harmful Effects,Any Alcohol Use,Male,Other,Overall,39,CHRONIC,CAT1,ALCLID,HARMEFF,ANYALC,GENM,OTH,Age0,AAD,5YEARSAVG
44215,2015,2019,OH,Ohio,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,Alcohol-attributable deaths,5 years average,703,703.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,39,CHRONIC,CAT1,ALCLID,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
44229,2015,2019,OH,Ohio,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic psychosis,Alcohol-attributable deaths,5 years average,11,11.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,39,CHRONIC,CAT1,ALCPSY,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
44230,2015,2019,OH,Ohio,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic psychosis,Alcohol-attributable deaths,5 years average,19,19.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,39,CHRONIC,CAT1,ALCPSY,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
44231,2015,2019,OH,Ohio,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic psychosis,Alcohol-attributable deaths,5 years average,35,35.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,39,CHRONIC,CAT1,ALCPSY,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
44258,2015,2019,OH,Ohio,ARDI,Chronic,Cancer,"Cancer, breast (females only)",Alcohol-attributable deaths,5 years average,11,11.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,39,CHRONIC,CAT2,CANBRE,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
44259,2015,2019,OH,Ohio,ARDI,Chronic,Cancer,"Cancer, breast (females only)",Alcohol-attributable deaths,5 years average,130,130.0,,,Harmful Effects,Any Alcohol Use,Female,Other,Overall,39,CHRONIC,CAT2,CANBRE,HARMEFF,ANYALC,GENF,OTH,Age0,AAD,5YEARSAVG
44260,2015,2019,OH,Ohio,ARDI,Chronic,Cancer,"Cancer, breast (females only)",Alcohol-attributable deaths,5 years average,130,130.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,39,CHRONIC,CAT2,CANBRE,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
44261,2015,2019,OH,Ohio,ARDI,Chronic,Cancer,"Cancer, breast (females only)",Alcohol-attributable deaths,5 years average,35,35.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,39,CHRONIC,CAT2,CANBRE,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
44262,2015,2019,OH,Ohio,ARDI,Chronic,Cancer,"Cancer, breast (females only)",Alcohol-attributable deaths,5 years average,83,83.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,39,CHRONIC,CAT2,CANBRE,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
44267,2015,2019,OH,Ohio,ARDI,Chronic,Cancer,"Cancer, colorectal",Alcohol-attributable deaths,5 years average,113,113.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,39,CHRONIC,CAT2,CANCOL,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
44268,2015,2019,OH,Ohio,ARDI,Chronic,Cancer,"Cancer, colorectal",Alcohol-attributable deaths,5 years average,145,145.0,,,Harmful Effects,Any Alcohol Use,Male,Other,Overall,39,CHRONIC,CAT2,CANCOL,HARMEFF,ANYALC,GENM,OTH,Age0,AAD,5YEARSAVG
44269,2015,2019,OH,Ohio,ARDI,Chronic,Cancer,"Cancer, colorectal",Alcohol-attributable deaths,5 years average,166,166.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,39,CHRONIC,CAT2,CANCOL,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
44270,2015,2019,OH,Ohio,ARDI,Chronic,Cancer,"Cancer, colorectal",Alcohol-attributable deaths,5 years average,21,21.0,,,Harmful Effects,Any Alcohol Use,Female,Other,Overall,39,CHRONIC,CAT2,CANCOL,HARMEFF,ANYALC,GENF,OTH,Age0,AAD,5YEARSAVG
44271,2015,2019,OH,Ohio,ARDI,Chronic,Cancer,"Cancer, colorectal",Alcohol-attributable deaths,5 years average,42,42.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,39,CHRONIC,CAT2,CANCOL,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
44275,2015,2019,OH,Ohio,ARDI,Chronic,Cancer,"Cancer, esophageal",Alcohol-attributable deaths,5 years average,103,103.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,39,CHRONIC,CAT2,CANESO,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
44276,2015,2019,OH,Ohio,ARDI,Chronic,Cancer,"Cancer, esophageal",Alcohol-attributable deaths,5 years average,20,20.0,,,Harmful Effects,Any Alcohol Use,Female,Other,Overall,39,CHRONIC,CAT2,CANESO,HARMEFF,ANYALC,GENF,OTH,Age0,AAD,5YEARSAVG
44277,2015,2019,OH,Ohio,ARDI,Chronic,Cancer,"Cancer, esophageal",Alcohol-attributable deaths,5 years average,31,31.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,39,CHRONIC,CAT2,CANESO,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
44278,2015,2019,OH,Ohio,ARDI,Chronic,Cancer,"Cancer, esophageal",Alcohol-attributable deaths,5 years average,67,67.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,39,CHRONIC,CAT2,CANESO,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
44279,2015,2019,OH,Ohio,ARDI,Chronic,Cancer,"Cancer, esophageal",Alcohol-attributable deaths,5 years average,83,83.0,,,Harmful Effects,Any Alcohol Use,Male,Other,Overall,39,CHRONIC,CAT2,CANESO,HARMEFF,ANYALC,GENM,OTH,Age0,AAD,5YEARSAVG
44285,2015,2019,OH,Ohio,ARDI,Chronic,Cancer,"Cancer, laryngeal",Alcohol-attributable deaths,5 years average,15,15.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,39,CHRONIC,CAT2,CANLAR,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
44286,2015,2019,OH,Ohio,ARDI,Chronic,Cancer,"Cancer, laryngeal",Alcohol-attributable deaths,5 years average,26,26.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,39,CHRONIC,CAT2,CANLAR,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
44287,2015,2019,OH,Ohio,ARDI,Chronic,Cancer,"Cancer, laryngeal",Alcohol-attributable deaths,5 years average,42,42.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,39,CHRONIC,CAT2,CANLAR,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
44291,2015,2019,OH,Ohio,ARDI,Chronic,Cancer,"Cancer, liver",Alcohol-attributable deaths,5 years average,10,10.0,,,Harmful Effects,Any Alcohol Use,Female,Other,Overall,39,CHRONIC,CAT2,CANLIV,HARMEFF,ANYALC,GENF,OTH,Age0,AAD,5YEARSAVG
44292,2015,2019,OH,Ohio,ARDI,Chronic,Cancer,"Cancer, liver",Alcohol-attributable deaths,5 years average,148,148.0,,,Harmful Effects,Any Alcohol Use,Male,Other,Overall,39,CHRONIC,CAT2,CANLIV,HARMEFF,ANYALC,GENM,OTH,Age0,AAD,5YEARSAVG
44293,2015,2019,OH,Ohio,ARDI,Chronic,Cancer,"Cancer, liver",Alcohol-attributable deaths,5 years average,158,158.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,39,CHRONIC,CAT2,CANLIV,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
44294,2015,2019,OH,Ohio,ARDI,Chronic,Cancer,"Cancer, liver",Alcohol-attributable deaths,5 years average,58,58.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,39,CHRONIC,CAT2,CANLIV,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
44295,2015,2019,OH,Ohio,ARDI,Chronic,Cancer,"Cancer, liver",Alcohol-attributable deaths,5 years average,95,95.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,39,CHRONIC,CAT2,CANLIV,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
44299,2015,2019,OH,Ohio,ARDI,Chronic,Cancer,"Cancer, oral cavity and pharyngeal",Alcohol-attributable deaths,5 years average,119,119.0,,,Harmful Effects,Any Alcohol Use,Male,Other,Overall,39,CHRONIC,CAT2,CANOCP,HARMEFF,ANYALC,GENM,OTH,Age0,AAD,5YEARSAVG
44300,2015,2019,OH,Ohio,ARDI,Chronic,Cancer,"Cancer, oral cavity and pharyngeal",Alcohol-attributable deaths,5 years average,138,138.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,39,CHRONIC,CAT2,CANOCP,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
44301,2015,2019,OH,Ohio,ARDI,Chronic,Cancer,"Cancer, oral cavity and pharyngeal",Alcohol-attributable deaths,5 years average,19,19.0,,,Harmful Effects,Any Alcohol Use,Female,Other,Overall,39,CHRONIC,CAT2,CANOCP,HARMEFF,ANYALC,GENF,OTH,Age0,AAD,5YEARSAVG
44302,2015,2019,OH,Ohio,ARDI,Chronic,Cancer,"Cancer, oral cavity and pharyngeal",Alcohol-attributable deaths,5 years average,53,53.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,39,CHRONIC,CAT2,CANOCP,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
